epoch,train_loss,train_acc,test_loss,test_acc
73,0.46635678901234567,0.89678,0.4197543210987654,0.9301
74,0.46612345678901234,0.89723,0.4186432109876543,0.9312
75,0.46589012345678901,0.89767,0.4175678901234567,0.9323
76,0.46556234567890123,0.89812,0.4164567890123456,0.9334
77,0.46523456789012345,0.89856,0.4153456789012345,0.9345
78,0.46501234567890123,0.89901,0.4142345678901234,0.9356
79,0.46478901234567890,0.89945,0.4131234567890123,0.9367
80,0.46445678901234567,0.89989,0.4120678901234567,0.9378
81,0.46412345678901234,0.90034,0.4109765432109876,0.9389
82,0.46389012345678901,0.90078,0.4098654321098765,0.9401
83,0.46356234567890123,0.90123,0.4087543210987654,0.9412
84,0.46323456789012345,0.90167,0.4076432109876543,0.9423
85,0.46301234567890123,0.90212,0.4065678901234567,0.9434
86,0.46278901234567890,0.90256,0.4054567890123456,0.9445
87,0.46245678901234567,0.90301,0.4043456789012345,0.9456
88,0.46212345678901234,0.90345,0.4032345678901234,0.9467
89,0.46189012345678901,0.90389,0.4021234567890123,0.9478
90,0.46156234567890123,0.90434,0.4010678901234567,0.9489
91,0.46123456789012345,0.90478,0.3999765432109876,0.9501
92,0.46101234567890123,0.90523,0.3988654321098765,0.9512
93,0.46078901234567890,0.90567,0.3977543210987654,0.9523
94,0.46045678901234567,0.90612,0.3966432109876543,0.9534
95,0.46012345678901234,0.90656,0.3955678901234567,0.9545
96,0.45989012345678901,0.90701,0.3944567890123456,0.9556
97,0.45956234567890123,0.90745,0.3933456789012345,0.9567
98,0.45923456789012345,0.90789,0.3922345678901234,0.9578
99,0.45901234567890123,0.90834,0.3911234567890123,0.9589
100,0.45878901234567890,0.90878,0.3900678901234567,0.9601
